id,dish_name,description,cuisine,ingredient_text,instruction_text,ingredient_count,main_ingredient_count,search_ingredient_count,total_weight_g
418,独家鲜嫩豉汁爆炒花甲,特别爱吃花甲，每次都要买3-4斤来吃，一炒就是一大盆。肉嫩多汁味鲜肥美，嘻嘻，我的做法真心是独家秘籍。在外面吃饭也点了无数次炒花甲，但是没有一次能超越我的！真不是自吹！我不要水灼花甲，会把花甲的鲜味煮没了！焖的时候也不能加水，用花甲自身的水分来焖熟，保留了花甲所有的鲜味，一点都没有流失。这是糖糖家私房菜，还有好多的私房菜，我会继续分享给大家，做好了记得交作业哟😊,,30克蚝油，适量盐，适量姜，适量葱头，适量蒜米，适量花生油，15克豆豉，500克花甲，5个红米椒,"1. 所有材料洗好切好备用
2. 花甲买回家先泡水半小时，拿起来沥水备用。（一定要买新鲜活的）
3. 开大火把锅烧热
4. 放油，大火烧到油冒烟！！
5. 放适量盐
6. 把准备好配料一起倒进锅里
7. 速度翻炒爆香
8. 倒入花甲
9. 速度翻炒几下，
10. 盖上锅盖，开中火，大约焖一分半
11. 开锅盖，观察花甲是否打开，倒入蚝油快速翻炒均匀
12. 起锅咯，美味的豉汁花甲来咯，肉肥汁多鲜嫩 的花甲",9,3,3,750.0
427,什锦凉拌菜,真是炒鸡爽口炒鸡好吃的一道夏日菜～老公一扫而空,,包菜，豆芽，大半根黄瓜，半根胡萝卜，一小把花生米，适量裙带菜，3小把香菜，一小把粉丝，适量米醋，适量香油，克糖，生抽，蚝油，芝麻，牛肉口味老干妈，辣椒油，小葱,"1. 1、包菜、黄瓜、胡萝卜切丝；
      豆芽掐尾；
      裙带菜泡发。
      香菜、小葱洗净切段。
      粉丝热水煮至断生后过凉水，切段。
      
2. 2、蒜拍碎切末，最好切一头蒜。
      熟花生米切断，切记不要太碎。影响口感。
     
       
3. 3、准备一个盆或者大碗，开始准备调料了。我买的是一个小包菜，整个全部弄了。如果只是两个人吃饭，只需要一半即可。调料自行斟酌。
       米醋：6汤匙
       生抽：4汤匙
       蚝油：1汤匙
       糖：适量（大概一大半汤匙）
       牛肉味老干妈：2汤匙
       自制辣椒油：1汤匙（喜辣可再加）
        ps：1、口感微酸，便爽口。不是那么喜欢酸的同学，可以减一勺米醋。
              2、如图，我的份量较多，所以调料量大。


       

4. 4、调料盆里放包菜丝、黄瓜丝、胡萝卜丝、豆芽、小葱段、蒜末、芝麻、适量香油拌匀。

5. 5、拿个保鲜盒取出一半，做下稀饭面条的咸菜。记住放冰箱。越放越好吃，当然不要放太久。
        把粉丝、泡好的裙带菜、花生碎、香菜放入盆里拌匀。再加点香油、装盘。",17,8,8,222.0
430,鲗鱼淮山汤,"淮山又名山药，山药具有补肺益气、养阴止咳、调肺化痰的功效，可治疗肺虚气阴不足、气短久咳、虚喘等。山药具有营养滋补、诱生干扰素、增强机体免疫力、调节内分泌、镇咳祛痰、平喘等作用，可以治疗慢性气管炎。
　　淮山能健脾益胃，使脾胃健运，增强人体的消化、吸收功能，增进食欲，增强体质，对食欲不振、小儿厌食、消化不良有很好的疗效。
         煮熟后，淮山可以上碟打个茨汁，或者打成淮山泥给宝宝吃，方便营养！",,一条鲗鱼，适量淮山，少些姜,"1. 1.洗干净鲗鱼，香煎一下，这样煮出来的汤才是奶白色
2. 2.自家种的淮山就是好吃，粉粉的，切块
3. 3.开水先煮淮山，大约20分钟后放鲗鱼
4.然后再煮个10分钟左右，一碗奶白色的淮山鲗鱼汤就搞掟了！👉🏻
4. 5.可以将淮山上碟，打个汁，或者打成淮山泥给宝宝吃！😋",3,1,1,0.0
436,夏季四宝,成菜特点：无汤汁，蟹味菇和茭白炒制的时间要在30秒左右，是本菜的关键，炒短了，不入味，炒长了，不爽口，要根据家中的锅及火候，灵活掌握一下时间。,,茭白，青尖椒，木耳，蟹味菇，蒜，盐，味精，糖,"1. 准备好夏季四宝，这四种食材，均是常见，易得
2. 只使用蒜片爆香锅底，大蒜切片备用
3. 木耳泡发后，要用开水焯，再过凉水，然后将木耳切丝备用
4. 蟹味菇打开包装后，去掉约2厘米长的根部，用清水洗净，小朵的直接用，大朵的从中间切开
5. 茭白用削皮器去皮，洗净后切丝备用
6. 青尖椒中间剖开，去筯去籽，注意：要用小勺去挖籽去筯，不要用手，以免辣味留在手上。然后切丝备用
7. 锅中放少油，千万不要放多，以免口腻
8. 油热后，先爆香蒜片，待蒜片香味出来后，放蟹味菇煸炒，大约10秒
9. 再放入茭白丝，用中火约炒30秒，表稍有微黄，再放入青尖椒丝，木耳丝，炒几下之后，随即放入盐、白糖调味
10. 迅速翻炒几下，关火放味精即可",8,5,5,0.0
445,干蛤蜊拌菠菜,"蛤蜊，其肉质鲜美无比，被称为“天下第一鲜”、“百味之冠”，
而且它的营养也比较全面，它含有蛋白质、脂肪、碳水化合物、铁、钙、磷、碘、维生素、氨基酸和牛磺酸等多种成分，
低热能、高蛋白、少脂肪，能防治中老年人慢性病，实属物美价廉的海产品。
干蛤蜊拌菠菜亦比较下饭的一道菜
蛤蜊干在这里购买： 
http://item.taobao.com/item.htm?id=27227920826",,100g干蛤蜊，500g菠菜，适量葱花，适量蒜末，适量姜末，适量食盐，适量味精，适量陈醋，适量辣椒油,"1. 将干蛤蜊泡发2-3小时
2. 将菠菜焯水
3. 备好各种调料
4. 将葱、姜、蒜和泡发好的蛤蜊搅拌均匀后，倒入炸好的辣椒油再次搅拌均匀
5. 把拌好的蛤蜊倒入焯好的菠菜容器中，倒入陈醋、食盐、味精再次搅拌均匀
6. 一盘美味的干蛤蜊拌菠菜可以上桌了哦^_^",9,4,4,500.0
454,雪菜炒鸡,,,半只鸡，适量雪菜，一只辣椒，若干姜片，适量料酒，可有可无小葱,"1. 鸡肉洗净后焯水，同时切好姜片、辣椒备用。

2. 起油锅，姜片、辣椒爆香后加入鸡块快速翻炒两分钟，然后加入洗干净的雪菜翻炒，加入料酒去腥。
3. 炒两三分钟后，加入清水，煮五到十分钟，根据鸡肉的老嫩程度来调整时间。因为雪菜自带咸味，所以我没加食盐和味精，如果尝了以后觉得太淡，适量加入食盐即可出锅。",6,3,3,20.0
469,[原创] 泡椒魔芋这样做简直绝了，非常下饭,,,500克魔芋，共一盘泡红辣椒，泡杭椒，泡姜，泡蒜，泡白萝卜，泡胡萝卜，3瓣大蒜，2根小葱，一小勺郫县豆瓣酱（不喜欢的可以不放），五克左右白糖，半小勺鸡精，一小勺盐，一小勺东古一品鲜酱油,"1. 将魔芋切成细条。
2. 准备泡辣椒，泡姜，泡蒜，泡白萝卜，泡胡萝卜全部切成小粒。蒜蓉。
3. 锅内烧开水，放入魔芋，放入一小勺盐，煮三分钟左右。
4. 煮好的魔芋出锅装盘备用。
5. 热锅凉油放入步骤二的所有材料，用小火炒香。
6. 放入一小勺郫县豆瓣酱，用小火炒香炒出红油。
7. 放入魔芋不断的翻炒。
8. 放入一勺水。
9. 放入一小勺精盐。
10. 放入一小勺东古一品鲜酱油，放入白糖，鸡精。
11. 汤汁收干，放入葱花。
12. 出锅装盘，实在是太香了，比饭店做的要好吃多了，
13. 这是非常下饭的一道川菜，口感微辣，咸香可口。
14. 我用的是自己做的泡菜。味道正宗。
15. 材料准备齐全，才能做出美味的菜肴。",9,2,2,535.0
490,下饭菜：生炒鸡块,特别下饭的一道菜，家里人都喜欢吃。,,半只鸡，勺老抽，勺生抽，勺料酒，蚝油，青椒，红椒，大蒜，生姜，冰糖,"1. 准备食材，没有红椒换成了胡萝卜
2. 鸡切小块，青椒胡萝卜切小片，准备好姜蒜
3. 起油锅，下四五粒冰糖
4. 冰糖融化了，放入姜蒜爆香
5. 倒入鸡块翻炒上糖色
6. 加入料酒，生抽，老抽，蚝油翻炒
7. 加入开水，差不多漫过鸡肉的样子
8. 汁少一半的时候放入配料：胡萝卜和青椒
9. 收汁后盛盘。",10,5,5,0.0
504,【杭椒牛肉】快手下饭菜,"🌞天气渐渐的热了，也越来越不爱做饭了，也没啥胃口，这时候就需要一道即快手，又味道十足的菜来解救我🤣
    这道【杭椒牛肉】就是再合适不过的啦😍，只需要三种食材，10分钟就可以炒出一道鲜嫩无比的【杭椒牛肉】。懒人也可以吃硬菜。老铁们，赶紧做起来吧😋",,250g牛肉（肉片），200g杭椒，5-7瓣大蒜，1/2小勺盐，1-2勺黄豆酱油，1勺地瓜淀粉，2克小苏打，1勺料酒，1.5大勺耗油，少许（按自己口味）盐，少许鸡精，5-10克（按自己喜好）糖，适量食用油,"1. 准备所有食材。我买的是现成的牛肉片（不是涮火锅的肥牛片哈）。
2. 牛肉加入酱油，盐，糖，淀粉，小苏打。
3. 用手抓匀，腌渍备用。
4. 腌肉的时间我们正好来处理杭椒和大蒜。，一切准备就绪，牛肉也腌的差不多了。
5. 不粘锅放一勺油，油温5成热时，放入腌好的牛肉。
6. 快速炒散，炒到牛肉微微变色就可以盛出备用啦。
7. 锅里继续放一勺油，爆香大蒜粒。
8. 下杭椒翻炒到断生，很快。
9. 放入刚才炒好的牛肉，快速翻炒两下。
10. 烹入料酒，少许糖，耗油，一点儿盐，中大火快速翻炒均匀，最后撒少许鸡精。
11. OK啦，出锅，就是这么快😄
12. 装盘，开饭😋",13,3,3,487.0
526,烤柠檬拌西兰花,泰拳刚猛的菜谱，自己记录下,,柠檬，蜂蜜，蒜，橄榄油，西兰花，盐，黑胡椒,"1. 柠檬+蒜+橄榄油，200℃45min
2. 西兰花+盐+黑胡椒+橄榄油，200℃20min
3. 烤好的柠檬加些蜂蜜
4. 柠檬西兰花搅拌一起",7,3,3,0.0
532,咸鱼茄子煲,,,3只茄子，200g猪肉末，少许咸鱼粒，3瓣蒜蓉，2片姜蓉，1/4个洋葱，1/4个青椒，1/4个红椒，适量糖，少许蚝油，适量辣椒酱，适量甜面酱，适量水，少许白胡椒，少许米酒/料酒，适量淀粉，适量水,"1. 洋葱，青红椒切细丁。蒜姜切成蓉。肉糜用少许白胡椒以及料酒略腌制。
2. 茄子洗净切条。放入油锅内炸至到金黄。捞出控油。
3. 炸好的茄子放入煮开的水里，再次煮开后捞起控水。这样能减少油分，健康一些。
4. 热锅热油，倒入姜蒜青红椒以及洋葱粒，爆香炒制。
5. 再倒入肉糜以及咸鱼粒翻炒。（咸鱼粒不能放太多，不然菜做出来会很咸）
6. 加入少许水，然后倒入茄子。
7. 用糖，蚝油，甜面酱，糖以及辣椒酱调味。不要倒太多，不然味道会过咸。
8. 最后用少许老抽上色。勾薄芡即可出锅。",16,7,7,2045.0
542,牛肉炒芦笋（少油版）,,,牛肉片，芦笋，料酒，海盐，黑胡椒碎，橄榄油,"1. 薄薄的雪花牛肉片。
2. 芦笋洗干净切段。
3. 热锅加油，先下入芦笋段中火断生。后下入牛肉片炒熟。放入点料酒翻炒一下。出锅前撒少许海盐、黑胡椒碎拌匀即可。
4. 快炒。",6,2,2,0.0
595,超简单的烂肉豌豆,,,约300克豌豆，少量肉末，1勺生抽，2片姜，2瓣蒜，2个干辣椒，少量清水,"1. 食材准备：姜蒜切碎，干辣椒剪段，豌豆剥壳
2. 锅热放油，姜蒜干辣椒爆香
3. 放入肉末，快递炒碎，放适量生抽（可以不用放盐了）
4. 待肉末差不多炒至发白，将豌豆倒入，稍微翻炒
5. 加少量清水，盖锅盖焖煮1-2分钟
6. 待水煮得差不多干了的时候，关火，盛盘，搞定！",7,3,3,328.0
596,白切莲藕,,,一节莲藕，花生油，生抽，葱花,"1. 莲藕一节，去皮，从中间劈开。
2. 凉水上锅隔水蒸15分钟后取出，稍凉后切薄片放盘子里。花生油烧热后浇莲藕上，淋上生抽，撒葱花即可。",3,1,1,0.0
612,豆腐蒸蛋,今天觉得有点累，还是做个简单点的菜吧，清清淡淡的，也好减肥。😏😏😏,,1个鸡蛋，3条日本豆腐，1根火腿肠，1根葱，3克盐，3克鸡精，2克糖,"1. 将日本豆腐切成两厘米厚的一块，整齐放入碟中，留出中间的位置，把鸡蛋打入中间的位置
2. 把盐，鸡精和白糖均匀的抹在豆腐和蛋黄上面，如果怕抹不均匀的话，可以用少许清水把盐和鸡精，白糖融化，用刷子慢慢的刷到豆腐和蛋黄上面，弄好后，将碟子放入蒸笼，蒸笼下放入适量的清水，大火烧开转小火蒸10分钟，时间一到可以出锅备用
3. 将锅烧热，倒入少许食用油，把葱爆香后，把油和葱一起放入装有豆腐的盘中
4. 将火腿肠切成小粒，铺在豆腐表面。可以开吃",7,2,2,190.0
625,白萝卜羊排汤,初秋的时节最适合暖暖的白萝卜羊排汤来暖胃啦,,2斤左右羊排，一大个白萝卜，8片姜片，3勺料酒，一小把枸杞，3根香菜,"1. 羊排斩断加入姜片料酒去血水后洗净备用，白萝卜切滚刀
2. 将羊排，白萝卜，姜片放入砂锅中，加水后大火烧开后转中小火煲一个小时左右
3. 出锅前加入盐，枸杞及香菜即可",6,5,6,1594.5
627,家常红烧带鱼,受疫情影响不能出门，美食是最佳治愈～,,1条带鱼，5片姜，1根葱，少许花椒，少许糖，3瓣蒜，少许生抽，少许料酒，少许干辣椒，少许老抽,"1. 超市买的带鱼～
2. 取出一半解冻～
3. 葱姜蒜料酒生抽研制20分钟左右。
4. 腌制好的带鱼，用厨房纸擦去水分。
5. 备料！
6. 热锅冷油，打算煎榨带鱼了。
7. 开始不要翻转，多煎一会。
8. 炸出焦黄色便可。
9. 剩下的油开始爆炒葱姜蒜花椒。
10. 下锅带鱼，并加水
11. 大火收汁即可
12. 继续收汁
13. 做成了，看着还不错👍
14. 再摆拍一张
15. 一个人的早中晚餐，一个人也要好好吃饭。
16. 说实话，太好吃啦！",10,4,4,165.0
670,芙蓉鲜蔬汤,不用去肯德基.在家里也可以简单做出美味营养的芙蓉鲜蔬汤。,,20g螺旋藻，4颗菠菜，1/2根胡萝卜，2只香菇，1只鸡蛋，适量盐，少许油,"1. 食材大合照。
2. 把所有食材洗净，螺旋藻用冷水泡发，香菇.用温水加少许.白糖泡发.后切丝，菠菜切小段.胡萝卜刨丝.鸡蛋加小许盐打散备用。
3. 用锅加适量水.烧开.将泡发好的螺旋藻加入煮5分钟.再加入胡萝卜丝烧开后加入菠菜..加少许油.烧开.把打散的蛋液慢慢倒入锅中不停搅拌成蛋花.加入适量盐.少许鸡精调味.即成美味好喝的芙蓉鲜蔬汤。",7,5,5,470.0
696,超级下饭的红烧臭豆腐,江南的臭豆腐是闻着臭吃着香，最常见的吃法是油炸后蘸料吃，但这种红烧的吃法是我的最爱，一碗泡饭就着多汁的臭豆腐简直是人间美味啊,,若干块臭豆腐，2棵香葱，2片姜，1个辣椒，少许白糖，昆布粉，适量酱油，料酒，开水,"1. 臭豆腐洗净用厨房纸巾擦干水，用油煎成金黄色捞出待用
2. 香葱洗净切段，姜片切丝，干辣椒洗净待用
3. 锅内留一点儿油爆香葱姜辣椒
4. 倒入炸好的臭豆腐喷入适量料酒和酱油
5. 加入一点儿白糖翻炒均匀注入开水，水量与臭豆腐持平
6. 大火烧开后转中小火烧一会儿，加入一小勺昆布粉或鸡粉调味（尝一下味道如果淡了可以加少许盐），看汤汁渐收干即可关火出锅盛盘
7. 开动，咬一口满满的汤汁香啊
8. 建议买正规厂家生产的臭豆腐，私人摊上的吃着不放心",6,3,3,56.0
728,家常番茄土豆炖牛腩,美味营养的一道家常菜,,1000克牛腩，4片姜，半个洋葱，3勺料酒，4个西红柿，克盐，3勺老抽，半勺黑胡椒，半勺白胡椒，4个土豆，适量油，适量蕃茄酱，半勺白醋,"1. 食材切好
2. 牛肉加入姜片料酒冷水下锅焯水撇去浮沫后用温水清洗
3. 锅内烧油温至4成热放切好的土豆下去炸至金黄捞出留下油即可
4. 用刚刚炸的土豆的油烧至7成热放牛肉煸炒一会放老抽，半勺白醋（没有白醋黑醋也可以）继续煸炒3分钟
5. 放入番茄洋葱小葱段继续炒3分钟后加入白砂糖黑胡椒白胡椒和番茄酱炒匀（⚠️这步很关键一定要放番茄酱不然味道会天差地别）
6. 准备好炖锅，放入炒好的番茄牛腩加入沒过食材的热水然后放胡萝卜加盐大火煮20分钟转小火炖1个小时
7. 炖好后加入炸好的土豆撒上葱花即可出锅！
8. 真香！",13,5,6,2107.0
