name,usage_count,category,category_major,category_sub,nutrition_match,nutrition_source_name,可食部%,水分g,能量kcal,能量kJ,蛋白质g,脂肪g,碳水化合物g,膳食纤维g,胆固醇mg,灰分g,维生素A(ugRE),胡萝卜素(ug),视黄醇(ug),硫胺素mg,核黄素mg,烟酸mg,维生素Cmg,维生素E总mg,钙mg,磷mg,钾mg,钠mg,镁mg,铁mg,锌mg,硒(ug),铜mg,锰mg,tcm_name,tcm_taste,tcm_user,tcm_not_user,tcm_side_effects,tcm_toxicity,tcm_production_place,category_source,quality
榴莲肉榴莲,3,水果类及其制品-水果,水果类及其制品,水果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
酱一小袋,3,调味-其他,调味,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
就好花生米,3,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
了金针菇,3,菌藻类-菌藻,菌藻类,菌藻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
就好五花肉,3,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
味高鲜,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
自己量意大利面,3,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
基本佐料,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
&胡萝卜,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
油扬豆皮,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
子」,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
多少挂面,3,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
泰式九层塔,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
大小白菜,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
耐高温容器,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
帕尔马芝士碎,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
小青龙,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
欧包量,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
蓬松剂,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
纯面粉,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
面都行面条,3,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
什么煮什么,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
人量糯米,3,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
成粒玉米粒,3,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
方块酥饼干,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
可可麦片,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
和披萨草,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
慕斯夹馅,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
想加水果,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
合片,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
坚果坚果,3,坚果种子类-坚果种子,坚果种子类,坚果种子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
数鸡蛋,3,禽肉类及其制品-禽肉,禽肉类及其制品,禽肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
小红枣,3,坚果种子类-坚果种子,坚果种子类,坚果种子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
粉芝麻,3,坚果种子类-坚果种子,坚果种子类,坚果种子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
不大,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
新鲜粽子叶,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
就行马苏里拉芝士,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
消毒玻璃罐,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
几个圣女果,3,水果类及其制品-水果,水果类及其制品,水果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
状水,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
蔬菜浓汤,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
新土豆,3,干豆类及其制品-豆制品,干豆类及其制品,豆制品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
定量意大利面,3,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
人数定量大米,3,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
御好烧粉,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
葱点缀,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
朵猴头菇,3,菌藻类-菌藻,菌藻类,菌藻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
很多洋葱,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
了西兰花,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
韭菜半斤,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
矿泉水瓶水,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
普通海虾,3,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
细意粉,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
倍清水,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
是三人量,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
火龙果猕猴桃,3,水果类及其制品-水果,水果类及其制品,水果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
图纸,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
糯米粉热水,3,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
青红酒,3,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
味糯米小丸子,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
面团-牛奶,3,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
水各一半,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
彩色蔬菜,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
新鲜藤椒,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
度鸡蛋,3,禽肉类及其制品-禽肉,禽肉类及其制品,禽肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
锅料理包,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
多少克水,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
胶东大白菜,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
手艺,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
小容器,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
料油包,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
清补凉药材,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
嫩玉米叶,3,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
烫菜,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
口味布丁粉,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
时蔬配菜,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
面条面粉,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
着来,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
绿泡椒,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
大小黄鱼,3,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
辣椒和红辣椒,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
肉食材,3,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
粉其他,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
多少葡萄干,3,水果类及其制品-水果,水果类及其制品,水果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
饼铛,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
萝卜排骨汤,3,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
去虾线,3,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
糊料,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
仁牛奶巧克力,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
压面,3,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
木耳榨菜,3,调味-其他,调味,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
泡椒牛肉面,3,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
粉木薯粉,3,薯类淀粉及其制品-薯类,薯类淀粉及其制品,薯类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
克凉开水,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
丝水,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
一边加,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
香草干料,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
冻扇贝,3,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
小里脊肉,3,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
香蕉一只,3,水果类及其制品-水果,水果类及其制品,水果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
鲜牛奶牛奶,3,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
粉调味,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
大洋葱洋葱,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
成长奶酪,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
麻椒干辣椒,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
管状通心粉,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
详细说明,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
综合干香草,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
过食材,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
什么其他蔬菜,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
冻牛肉,3,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
金钩虾干,3,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
菜黄瓜,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
小葱段,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
太妃味炼奶,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
粉版本,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
小碎块,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
白芝麻海苔,3,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
寿司豆腐皮,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
小台芒,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
干玉竹,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
上色全蛋液,3,蛋类及其制品-蛋,蛋类及其制品,蛋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
泡泡,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
程度干辣椒,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
红薯两个,3,薯类淀粉及其制品-薯类,薯类淀粉及其制品,薯类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
韩式干海带,3,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
物料,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
海米干,3,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
品牌,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
调味辅料,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
汤粉料,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
农家散养鸡,3,禽肉类及其制品-禽肉,禽肉类及其制品,禽肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
喜爱青菜,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
味牛奶,3,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
油浸三文鱼,3,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
家里蔬菜,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
深度烘焙咖啡豆,3,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
几朵吧香菇,3,菌藻类-菌藻,菌藻类,菌藻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
想吃肉,3,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
来定排骨,3,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
半杯牛奶,3,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
三筷子泡菜,3,调味-其他,调味,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
新鲜椰肉,3,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
来定年糕,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
拉花缸牛奶,3,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
即食芝士,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
湯圓,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
料佐料,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
鱼丸之类,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
开水放凉,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
一小截,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
干辣椒葱姜蒜,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
自己爱吃配菜,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
了点,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
多少平菇,3,菌藻类-菌藻,菌藻类,菌藻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
皮配方,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
适合圆模,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
体积水,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
了大料,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
薄荷精华,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
式风味,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
黄芪枸杞,3,坚果种子类-坚果种子,坚果种子类,坚果种子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
常备,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
小河虾,3,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小河虾,,,,,,,nutrition_table,tail
儿迷迭香,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
花生巧克力,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
几根牙签,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
炸藕盒,3,薯类淀粉及其制品-薯类,薯类淀粉及其制品,薯类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
子汤圆,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
骨料,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
盘烤盘,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
辣度干红辣椒,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
蛋清分离,3,蛋类及其制品-蛋,蛋类及其制品,蛋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
大小羊排,3,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
