name,usage_count,category,category_major,category_sub,nutrition_match,nutrition_source_name,可食部%,水分g,能量kcal,能量kJ,蛋白质g,脂肪g,碳水化合物g,膳食纤维g,胆固醇mg,灰分g,维生素A(ugRE),胡萝卜素(ug),视黄醇(ug),硫胺素mg,核黄素mg,烟酸mg,维生素Cmg,维生素E总mg,钙mg,磷mg,钾mg,钠mg,镁mg,铁mg,锌mg,硒(ug),铜mg,锰mg,tcm_name,tcm_taste,tcm_user,tcm_not_user,tcm_side_effects,tcm_toxicity,tcm_production_place,category_source,quality
洋葱几片,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
胡萝卜豌豆,3,干豆类及其制品-豆制品,干豆类及其制品,豆制品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
凤梨菠萝,3,水果类及其制品-水果,水果类及其制品,水果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
大玻璃瓶,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
挂面挂面,3,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
番茄切碎,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
辫子面包,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
染色,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
海绵蛋糕卷,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
菜西葫芦,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
饭海苔料,3,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
味腌肉料,3,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
一倍,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
详细,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
水煮肉片,3,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
打孔器,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
蔬菜边角料,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
蔬菜食材,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
调味佐料,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
糯米粉各一半,3,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
猪火腿,3,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
都行蔬菜,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
辣红椒,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
小鲜侣,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
大小红豆沙,3,干豆类及其制品-豆制品,干豆类及其制品,豆制品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
隔夜燕麦,3,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
姜撞奶,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
火锅香肠,3,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
免煮咖啡粉,3,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
鸡蛋木耳,3,禽肉类及其制品-禽肉,禽肉类及其制品,禽肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
青菜白菜,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
葱碎末,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
就好葱姜,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
小螃蟹,3,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
料食材,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
瘦肉腊肠,3,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
蔬菜们,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
另外准备,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
没可不放白芝麻,3,坚果种子类-坚果种子,坚果种子类,坚果种子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
酱两勺,3,调味-其他,调味,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
应季食材,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
普通奶粉,3,乳类及其制品-乳制品,乳类及其制品,乳制品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
冰粉伴侣,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
隔夜杂粮饭,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
蓝波奶酪,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
苹果半个,3,水果类及其制品-水果,水果类及其制品,水果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
核桃核桃碎,3,水果类及其制品-水果,水果类及其制品,水果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
灯笼椒丁,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
蛋糕饼底,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
备香菇,3,菌藻类-菌藻,菌藻类,菌藻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
香料组合,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
自己口味定辣椒,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
决定面条,3,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
浒苔,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浒苔,,,,,,,nutrition_table,tail
那种干辣椒,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
香草提取,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
干石花菜,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
青蒜头,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
益生元,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
来虾仁,3,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
倍牛奶,3,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
圣女果黄瓜,3,水果类及其制品-水果,水果类及其制品,水果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
苦味,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
虾皮小葱,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
小葱大蒜,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
普通勺子,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
多蒜泥,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
朵新鲜银耳,3,菌藻类-菌藻,菌藻类,菌藻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
茉莉绿茶茶汤,3,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
口味火腿肠,3,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
料味好美,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
部队锅拉面,3,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
水〉,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
大小白萝卜,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
调好,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
多紫薯,3,薯类淀粉及其制品-薯类,薯类淀粉及其制品,薯类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
沙拉饭团,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
多辣白菜,3,调味-其他,调味,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
菱形片,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
调味蒜,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
调色料,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
大豆卵磷脂,3,干豆类及其制品-豆制品,干豆类及其制品,豆制品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
自行发挥,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
牛奶皮,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
融化可可脂,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
水泡发木耳,3,菌藻类-菌藻,菌藻类,菌藻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
蛋糕托,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
盆凉水,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
沙土豆,3,干豆类及其制品-豆制品,干豆类及其制品,豆制品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
青苗,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
雪梨一个,3,水果类及其制品-水果,水果类及其制品,水果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
多少花生,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
三角盏,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
料中筋面粉,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
香肠一根,3,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
一勺奶粉,3,乳类及其制品-乳制品,乳类及其制品,乳制品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
琵琶腿肉,3,禽肉类及其制品-禽肉,禽肉类及其制品,禽肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
一定要放,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
正山小种茶叶,3,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
定量糯米粉,3,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
几张越南春卷皮,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
混搭,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
酱牛肉汤,3,调味-其他,调味,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
干碟料,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
纸袋,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
而放水,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
山园五十铃抹茶粉,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
合一速溶咖啡粉,3,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
菜叶娃娃菜,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
礼物,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
吧葱白,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
玫瑰红豆沙,3,干豆类及其制品-豆制品,干豆类及其制品,豆制品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
机面包粉,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
摆盘胡萝卜,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
多量,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
多少芹菜叶,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
鸡蛋一起牛奶,3,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
一半量面粉,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
均可蔬菜,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
吉福芝士片,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
炸鲜奶,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
多少克猪肉,3,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
丝金针菇,3,菌藻类-菌藻,菌藻类,菌藻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
羊排料,3,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
子们,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
香蕉皮,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
多少鸡,3,禽肉类及其制品-禽肉,禽肉类及其制品,禽肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
口味不同,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
大塊,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
鸡腿一只,3,禽肉类及其制品-禽肉,禽肉类及其制品,禽肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
肉剁碎,3,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
川香,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
香菜.葱花,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
机生姜,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
罗列叶,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
就行热水,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
小天椒,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
体积一半面粉,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
果冻镜面,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
国光苹果,3,水果类及其制品-仁果类,水果类及其制品,仁果类,exact,国光苹果,78,85.9,56,232,0.3,0.3,13.3,0.8,0,0.2,5,60,0,0.02,0.03,0.20,4.0,0.11,8,14,83,1.3,7,0.3,0.14,0.10,0.07,0.03,,,,,,,,nutrition_table,core
几个鹌鹑蛋,3,蛋类及其制品-蛋,蛋类及其制品,蛋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
面粉量而定水,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
冷冻覆盆子,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
我自己加,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
号抹刀,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
咸蛋肉松馅,3,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
猪肉绒,3,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
酵素原液,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
豆玉米,3,干豆类及其制品-豆制品,干豆类及其制品,豆制品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
情况而定水,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
中药材,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
香松拌饭料,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
巧克力外层,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
彩虹豆,3,干豆类及其制品-豆制品,干豆类及其制品,豆制品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
面粉鸡蛋一个,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
忽略小米辣,3,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
大生蚝,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
口味而定小米椒,3,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
度黑巧克力,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
黄色柿子椒,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
堆豆角,3,干豆类及其制品-豆制品,干豆类及其制品,豆制品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
生鹅肝,3,禽肉类及其制品-禽肉,禽肉类及其制品,禽肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
面团低筋面粉,3,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
干法香碎,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
平水,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
成团即可水,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
小块肋排,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
多点蒜蓉,3,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
蛋黄沙拉,3,蛋类及其制品-蛋,蛋类及其制品,蛋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
水烫,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
长条,3,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
虾仁海鲜,3,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
